45 75                                           
12 1 12 1 12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 3 3 3 3 3 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 3 3 3 3 3 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 6 6 6 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 6 6 6 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 6 6 6 6 6 6 6 6 6 6 6 6 3 3 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6 6 6 6 6 6 6 6 6 6 6 6 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6 6 6 6 6 6 6 6 6 6 6 6 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 6 6 3 12 1 12 1 12 1 12 1 3 3 3 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6 6 3 1 1 1 1 1 1 1 1 3 3 6 6 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 1 1 1 1 1 1 1 1 6 6 6 6 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 6 6 6 6 12 1 12 1 12 1 12 1 12 1 12 1 12 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 3 3 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 3 3 3 3 3 3 3 6 6 3 3 6 6 3 3 3 3 3 3 3 3 12 1 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 6 6 6 6 3 3 6 3 3 3 3 6 6 6 6 6 3 3 3 3 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 6 6 6 6 3 3 6 3 3 3 3 6 6 6 6 6 3 3 6 3 1 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 3 6 6 3 6 6 6 3 3 6 6 3 3 6 6 3 6 6 6 3 3 6 6 3 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 6 6 6 6 3 3 3 3 3 6 6 6 6 3 6 6 3 3 3 3 6 6 6 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 6 6 6 3 3 3 3 3 3 3 6 6 6 3 3 3 3 3 3 6 6 6 6 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 6 6 6 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 6 6 6 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 6 6 6 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 6 6 6 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 6 6 6 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 6 6 6 6 3 12 1 12 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 3 3 3 3 3 3 3 3 3 3 6 3 3 3 3 3 6 6 6 3 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6 6 6 6 6 6 6 3 3 3 3 3 3 3 6 6 6 6 3 3 6 6 3 3 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 6 6 6 6 6 6 6 3 3 3 3 3 6 6 6 6 6 3 3 6 3 3 12 1 12 1 12
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 6 6 6 6 6 3 3 3 3 3 3 3 6 6 6 6 3 3 3 3 3 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1
12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12 1 3 3 12 1 12 1 12 1 12 1 12 1 12 1 12 1 12
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
